customer_count,vehicle_capacity,instance_name,routing_case,clustering_strategy,selected_run_timestamp,depot_setting_or_geometry,customer_delivery_distance,supplier_depot_replenishment_distance,supplier_direct_distance,depot_customer_distance,total_system_distance,reported_final_distance,direct_customer_count,depot_customer_count,n_routes,avg_utilisation,min_utilisation,max_utilisation,capacity_feasible,customer_coverage_feasible,supplier_feasible,structural_validity,cluster_count,cluster_sizes,global_depot_pool_used,total_system_distance_check,notes_or_warnings
80,15,80c_cap15,case_3_hybrid,kmeans,run_2026_07_27_170832,central_depot_supplier_network,1079.172588688274,288.0,,1079.172588688274,1367.172588688274,1079.172588688274,29,51,24,0.7805555555555554,0.26666666666666666,1.0,True,True,True,True,12,6|2|3|1|6|3|1|4|3|18|13|20,needs_check,ok,
80,25,80c_cap25,case_3_hybrid,kmeans,run_2026_07_27_170833,central_depot_supplier_network,745.7449181373408,192.0,,745.7449181373408,937.7449181373408,745.7449181373408,29,51,13,0.8646153846153847,0.44,1.0,True,True,True,True,12,6|2|3|1|6|3|1|4|3|18|13|20,needs_check,ok,
80,35,80c_cap35,case_3_hybrid,kmeans,run_2026_07_27_170833,central_depot_supplier_network,620.3949986042885,160.0,,620.3949986042885,780.3949986042885,620.3949986042885,29,51,11,0.7298701298701299,0.3142857142857143,1.0,True,True,True,True,12,6|2|3|1|6|3|1|4|3|18|13|20,needs_check,ok,
20,15,20c_cap15,case_3_hybrid,no_clustering,run_2026_07_27_170850,central_depot_supplier_network,90.7811383504322,24.0,,90.7811383504322,114.7811383504322,90.7811383504322,7,13,8,0.5583333333333333,0.3333333333333333,0.8,True,True,True,True,,,needs_check,ok,
20,25,20c_cap25,case_3_hybrid,no_clustering,run_2026_07_27_170850,central_depot_supplier_network,73.43109878717637,24.0,,73.43109878717637,97.43109878717637,73.43109878717637,7,13,6,0.4466666666666667,0.2,0.72,True,True,True,True,,,needs_check,ok,
20,35,20c_cap35,case_3_hybrid,no_clustering,run_2026_07_27_170850,central_depot_supplier_network,73.43109878717637,24.0,,73.43109878717637,97.43109878717637,73.43109878717637,7,13,6,0.319047619047619,0.14285714285714285,0.5142857142857142,True,True,True,True,,,needs_check,ok,
40,15,40c_cap15,case_3_hybrid,no_clustering,run_2026_07_27_170850,central_depot_supplier_network,317.7139933885292,96.0,,317.7139933885292,413.7139933885292,317.7139933885292,15,25,14,0.6666666666666666,0.4,0.8,True,True,True,True,,,needs_check,ok,
40,25,40c_cap25,case_3_hybrid,no_clustering,run_2026_07_27_170851,central_depot_supplier_network,213.48666061666222,48.0,,213.48666061666222,261.4866606166622,213.48666061666222,15,25,7,0.7999999999999999,0.64,0.92,True,True,True,True,,,needs_check,ok,
40,35,40c_cap35,case_3_hybrid,no_clustering,run_2026_07_27_170851,central_depot_supplier_network,202.9587964753435,48.0,,202.9587964753435,250.9587964753435,202.9587964753435,15,25,7,0.5714285714285714,0.17142857142857143,1.0,True,True,True,True,,,needs_check,ok,
60,15,60c_cap15,case_3_hybrid,no_clustering,run_2026_07_27_170852,central_depot_supplier_network,683.447635460772,192.0,,683.447635460772,875.447635460772,683.447635460772,25,35,20,0.74,0.13333333333333333,1.0,True,True,True,True,,,needs_check,ok,
60,25,60c_cap25,case_3_hybrid,no_clustering,run_2026_07_27_170852,central_depot_supplier_network,477.911393962637,120.0,,477.911393962637,597.911393962637,477.911393962637,25,35,12,0.7400000000000001,0.44,0.92,True,True,True,True,,,needs_check,ok,
60,35,60c_cap35,case_3_hybrid,no_clustering,run_2026_07_27_170852,central_depot_supplier_network,417.15203122299897,72.0,,417.15203122299897,489.15203122299897,417.15203122299897,25,35,9,0.7047619047619049,0.14285714285714285,0.9714285714285714,True,True,True,True,,,needs_check,ok,
80,15,80c_cap15,case_3_hybrid,no_clustering,run_2026_07_27_170853,central_depot_supplier_network,1075.3883639913515,288.0,,1075.3883639913515,1363.3883639913515,1075.3883639913515,29,51,24,0.7805555555555556,0.26666666666666666,1.0,True,True,True,True,,,needs_check,ok,
80,25,80c_cap25,case_3_hybrid,no_clustering,run_2026_07_27_170853,central_depot_supplier_network,752.5164985260036,192.0,,752.5164985260036,944.5164985260036,752.5164985260036,29,51,14,0.8028571428571428,0.16,1.0,True,True,True,True,,,needs_check,ok,
80,35,80c_cap35,case_3_hybrid,no_clustering,run_2026_07_27_170854,central_depot_supplier_network,620.3949986042885,160.0,,620.3949986042885,780.3949986042885,620.3949986042885,29,51,11,0.7298701298701299,0.3142857142857143,1.0,True,True,True,True,,,needs_check,ok,
20,15,20c_cap15,case_3_hybrid,sweep,run_2026_07_27_170814,central_depot_supplier_network,90.7811383504322,24.0,,90.7811383504322,114.7811383504322,90.7811383504322,7,13,8,0.5583333333333333,0.3333333333333333,0.8,True,True,True,True,5,2|1|2|1|1,needs_check,ok,
